nama_kategori
Melakukan pemilahan sampah organik dan anorganik rumah tangga
Melakukan pengolahan sampah organik menjadi kompos
Melakukan pemilahan sampah anorganik bernilai
Menempatkan sampah Residu dan B3 dalam wadah khusus
Menyiapkan tempat penampungan pemilahan sampah secara mandiri
Membuat ekoenzim dari sampah buah atau sayuran
Melakukan kegiatan reuse sampah anorganik
Memanfaatkan hasil olahan sampah organik
Mengelola limbah cair rumah tangga
Ikut menjadi anggota Bank Sampah TPS 3R
